Gene symbol	function	property	product	feature_id	patric_id	identity	e_value
fig|562.19188.peg.1007		Virulence Factor	SbmA protein	PATRIC.562.19188.NSEE01000061.CDS.4325.5545.rev	fig|562.19188.peg.1007	99	1e-238
fig|562.19188.peg.3124	the atp-binding cassette (abc) superfamily.	Transporter	Efflux ABC transporter for glutathione/L-cysteine, essential for assembly of bd-type respiratory oxidases => CydD subunit	PATRIC.562.19188.NSEE01000202.CDS.21620.23386.rev	fig|562.19188.peg.3124	99	0.0
fig|562.19188.peg.4643	the phosphate:na(+) symporter (pnas) family.	Transporter	Sodium-dependent phosphate transporter	PATRIC.562.19188.NSEE01000228.CDS.14104.15735.fwd	fig|562.19188.peg.4643	100	1e-303
fig|562.19188.peg.1565	Aconitate Ion	Drug Target	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	PATRIC.562.19188.NSEE01000244.CDS.47110.49707.fwd	fig|562.19188.peg.1565	100	0.0
fig|562.19188.peg.4788	Indole-3-Propanol Phosphate;Indole-3-Glycerol Phosphate;2-[(2-NAPHTHYLSULFONYL)AMINO]ETHYL DIHYDROGEN PHOSPHATE;2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE;2-({[4-(TRIFLUOROMETHOXY)PHENYL]SULFONYL}AMINO)ETHYL DIHYDROGEN PHOSPHATE;5-FLUOROINDOLE PROPANOL PHOSPHATE;4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID;4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID;4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID;N-[1H-INDOL-3-YL-ACETYL]ASPARTIC ACID;N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID;N-[1H-INDOL-3-YL-ACETYL]VALINE ACID	Drug Target	Tryptophan synthase beta chain (EC 4.2.1.20)	PATRIC.562.19188.NSEE01000160.CDS.2099.3292.fwd	fig|562.19188.peg.4788	96	1e-225
fig|562.19188.peg.5606		Antibiotic Resistance	Multidrug efflux pump EmrD (of MFS type)	PATRIC.562.19188.NSEE01000277.CDS.7529.8713.fwd	fig|562.19188.peg.5606		
fig|562.19188.peg.3577	3[N-Morpholino]Propane Sulfonic Acid;5(R)-5-Fluoro-Beta-D-Xylopyranosyl-Enzyme Intermediate;2-(N-Morpholino)-Ethanesulfonic Acid;4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE	Drug Target	alpha-xylosidase (EC 3.2.1.177)	PATRIC.562.19188.NSEE01000279.CDS.5881.8199.fwd	fig|562.19188.peg.3577	99	0.0
fig|562.19188.peg.5406	the sulfate transporter (cysz) family.	Transporter	Sulfate transporter, CysZ-type	PATRIC.562.19188.NSEE01000102.CDS.11868.12629.fwd	fig|562.19188.peg.5406	100	1e-152
fig|562.19188.peg.3104	the toxic hok/gef protein (hok/gef) family.	Transporter	hypothetical protein	PATRIC.562.19188.NSEE01000281.CDS.146.298.rev	fig|562.19188.peg.3104	100	3e-20
fig|562.19188.peg.5138	the drug/metabolite transporter (dmt) superfamily.	Transporter	Inner membrane protein YdcZ	PATRIC.562.19188.NSEE01000070.CDS.17429.17878.fwd	fig|562.19188.peg.5138	100	3e-77
fig|562.19188.peg.1802	the atp-binding cassette (abc) superfamily.	Transporter	Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)	PATRIC.562.19188.NSEE01000054.CDS.131499.133019.fwd	fig|562.19188.peg.1802	99	1e-291
fig|562.19188.peg.1463	the l-alanine exporter (alae) family.	Transporter	L-alanine exporter AlaE	PATRIC.562.19188.NSEE01000151.CDS.4796.5245.rev	fig|562.19188.peg.1463	87	6e-71
fig|562.19188.peg.2680	Ciprofloxacin	Drug Target	Multidrug efflux transporter MdtK/NorM (MATE family)	PATRIC.562.19188.NSEE01000387.CDS.34632.36005.fwd	fig|562.19188.peg.2680	99	1e-259
fig|562.19188.peg.2572	(Diphosphono)Aminophosphonic Acid;Phosphoaminophosphonic Acid-Adenylate Ester;8-Bromoadenosine-5'-Diphosphate	Drug Target	S-adenosylmethionine synthetase (EC 2.5.1.6)	PATRIC.562.19188.NSEE01000063.CDS.192.1346.rev	fig|562.19188.peg.2572	100	1e-224
fig|562.19188.peg.5068	the yqih (yqih) family.	Transporter	Acyl-ACP:glycerol-3-phosphate O-acyltransferase (EC 2.3.1.n5)	PATRIC.562.19188.NSEE01000245.CDS.1635.2252.rev	fig|562.19188.peg.5068	100	1e-119
fig|562.19188.peg.4113	the putative peptide transporter carbon starvation csta (csta) family.	Transporter	Carbon starvation protein A	PATRIC.562.19188.NSEE01000079.CDS.95322.97427.rev	fig|562.19188.peg.4113	99	0.0
fig|562.19188.peg.3947	the general bacterial porin (gbp) family.	Transporter	Outer membrane porin OmpF	PATRIC.562.19188.NSEE01000352.CDS.31213.32301.rev	fig|562.19188.peg.3947	100	1e-215
fig|562.19188.peg.136	the membrane fusion protein (mfp) family.	Transporter	Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE	PATRIC.562.19188.NSEE01000142.CDS.7331.8488.fwd	fig|562.19188.peg.136	100	1e-214
fig|562.19188.peg.2350	the p21 holin s (p21 holin) family.	Transporter	Phage holin/antiholin component S	PATRIC.562.19188.NSEE01000316.CDS.308.523.fwd	fig|562.19188.peg.2350	94	8e-32
fig|562.19188.peg.2724		Drug Target	Phosphoglucosamine mutase (EC 5.4.2.10)	PATRIC.562.19188.NSEE01000263.CDS.35598.36935.rev	fig|562.19188.peg.2724	100	1e-255
fig|562.19188.peg.4702	the atp-binding cassette (abc) superfamily.	Transporter	Lipoprotein releasing system transmembrane protein LolC	PATRIC.562.19188.NSEE01000232.CDS.20352.21551.rev	fig|562.19188.peg.4702	100	1e-224
fig|562.19188.peg.3498		Drug Target	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	PATRIC.562.19188.NSEE01000256.CDS.55895.58447.rev	fig|562.19188.peg.3498	99	0.0
fig|562.19188.peg.2620	Apstatin	Drug Target	Xaa-Pro aminopeptidase (EC 3.4.11.9)	PATRIC.562.19188.NSEE01000063.CDS.45038.46363.fwd	fig|562.19188.peg.2620	98	1e-256
fig|562.19188.peg.3506		Drug Target	3-dehydroquinate synthase (EC 4.2.3.4)	PATRIC.562.19188.NSEE01000256.CDS.62832.63920.fwd	fig|562.19188.peg.3506	99	1e-205
fig|562.19188.peg.2783	the aromatic acid exporter (arae) family.	Transporter	AaeAB efflux system for hydroxylated, aromatic carboxylic acids, inner membrane subunit AaeB	PATRIC.562.19188.NSEE01000263.CDS.91911.93878.rev	fig|562.19188.peg.2783	99	0.0
fig|562.19188.peg.3	Deoxyuridine-5'-Triphosphate;2'-Deoxycytidine-5'-Triphosphate	Drug Target	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	PATRIC.562.19188.NSEE01000196.CDS.1586.2167.fwd	fig|562.19188.peg.3	99	1e-108
fig|562.19188.peg.2496		Virulence Factor	Protein RhsC	PATRIC.562.19188.NSEE01000266.CDS.3.1481.rev	fig|562.19188.peg.2496	97	1e-296
fig|562.19188.peg.798	the 3 tms cyd operon protein, cydx (cydx) family.	Transporter	Cyd operon protein YbgE	PATRIC.562.19188.NSEE01000181.CDS.57710.58003.rev	fig|562.19188.peg.798	100	4e-51
fig|562.19188.peg.161	the outer membrane protein insertion porin (bam complex) (ompip) family.	Transporter	Outer membrane beta-barrel assembly protein BamB	PATRIC.562.19188.NSEE01000131.CDS.7754.8932.rev	fig|562.19188.peg.161	99	1e-225
fig|562.19188.peg.4473	the atp-binding cassette (abc) superfamily.	Transporter	ABC-type sugar transport system, periplasmic binding protein YcjN	PATRIC.562.19188.NSEE01000157.CDS.47151.48443.rev	fig|562.19188.peg.4473	99	1e-244
fig|562.19188.peg.3699	5'-O-(N-(L-Threonyl)-Sulfamoyl)Adenosine;5'-O-(N-(L-Seryl)-Sulfamoyl)Adenosine;N'-L-Seryl-3'-Amino-(3'-Deoxy)-Adenosine	Drug Target	Threonyl-tRNA synthetase (EC 6.1.1.3)	PATRIC.562.19188.NSEE01000149.CDS.24447.26375.rev	fig|562.19188.peg.3699	99	0.0
fig|562.19188.peg.944		Virulence Factor	Flagellar basal-body rod protein FlgG	PATRIC.562.19188.NSEE01000413.CDS.33445.34227.rev	fig|562.19188.peg.944	84	1e-103
fig|562.19188.peg.1654	the atp-binding cassette (abc) superfamily.	Transporter	Iron siderophore ABC transporter, permease/ATP-binding protein YbtP	PATRIC.562.19188.NSEE01000187.CDS.12604.14406.rev	fig|562.19188.peg.1654	99	0.0
fig|562.19188.peg.654		Virulence Factor	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)	PATRIC.562.19188.NSEE01000167.CDS.1023.1838.rev	fig|562.19188.peg.654	99	1e-152
fig|562.19188.peg.561	Trehalose-6-Phosphate	Drug Target	Trehalose operon transcriptional repressor	PATRIC.562.19188.NSEE01000435.CDS.3322.4269.fwd	fig|562.19188.peg.561	99	1e-177
fig|562.19188.peg.1922		Virulence Factor	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1), subgroup 1	PATRIC.562.19188.NSEE01000138.CDS.17560.19077.fwd	fig|562.19188.peg.1922	88	1e-267
fig|562.19188.peg.270		Virulence Factor	Outer membrane usher protein FimD	PATRIC.562.19188.NSEE01000100.CDS.2281.4917.fwd	fig|562.19188.peg.270	99	0.0
fig|562.19188.peg.2185	the outer membrane auxiliary (oma) protein family.	Transporter	Putative polysaccharide export protein YccZ precursor	PATRIC.562.19188.NSEE01000136.CDS.2293.3432.fwd	fig|562.19188.peg.2185	100	1e-218
fig|562.19188.peg.1691		Antibiotic Resistance	Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF	PATRIC.562.19188.NSEE01000054.CDS.10892.11278.rev	fig|562.19188.peg.1691		
fig|562.19188.peg.4195	the pts fructose-mannitol (fru) family.	Transporter	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	PATRIC.562.19188.NSEE01000112.CDS.15922.18423.fwd	fig|562.19188.peg.4195	99	0.0
fig|562.19188.peg.2375	the nucleobase/ascorbate transporter (nat) or nucleobase:cation symporter-2 (ncs2) family.	Transporter	Adenine permease AdeP	PATRIC.562.19188.NSEE01000147.CDS.15947.17284.fwd	fig|562.19188.peg.2375	99	1e-249
fig|562.19188.peg.2189	the 1 tms cydx/appx cytochrome bd oxidase activating (cydx/appx) family.	Transporter	Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)	PATRIC.562.19188.NSEE01000136.CDS.7559.7651.rev	fig|562.19188.peg.2189	100	2e-10
fig|562.19188.peg.3341	the atp-binding cassette (abc) superfamily.	Transporter	Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)	PATRIC.562.19188.NSEE01000129.CDS.7519.8796.rev	fig|562.19188.peg.3341	99	1e-242
fig|562.19188.peg.1379	the atp-binding cassette (abc) superfamily.	Transporter	Taurine ABC transporter, ATP-binding protein TauB	PATRIC.562.19188.NSEE01000201.CDS.3587.4354.rev	fig|562.19188.peg.1379	99	1e-141
fig|562.19188.peg.2662	2'-Monophosphoadenosine 5'-Diphosphoribose	Drug Target	Oxidoreductase YdhF	PATRIC.562.19188.NSEE01000387.CDS.15926.16822.rev	fig|562.19188.peg.2662	100	1e-173
fig|562.19188.peg.644	3-Oxo-Pentadecanoic Acid;Lauryl Dimethylamine-N-Oxide;(Hydroxyethyloxy)Tri(Ethyloxy)Octane	Drug Target	Outer membrane vitamin B12 receptor BtuB	PATRIC.562.19188.NSEE01000119.CDS.1255.3099.rev	fig|562.19188.peg.644	99	0.0
fig|562.19188.peg.5358	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.14056.15585.fwd	fig|562.19188.peg.5358	100	1e-301
fig|562.19188.peg.4119	Hadacidin;Hydantocidin-5'-Phosphate;(C8-R)-Hydantocidin 5'-Phosphate;2-Deamino-6-Deoxy-6thiophosphite-5'-Phosphate Guanosine;Guanosine 5'-Diphosphate 2':3'-Cyclic Monophosphate;(Carboxyhydroxyamino)Ethanoic Acid;2-Deazo-6-Thiophosphate Guanosine-5'-Monophosphate;Guanosine-5'-Diphosphate;(C8-S)-Hydantocidin 5'-Phosphate;Inosinic Acid	Drug Target	Adenylosuccinate synthetase (EC 6.3.4.4)	PATRIC.562.19188.NSEE01000243.CDS.4105.5403.rev	fig|562.19188.peg.4119	100	1e-253
fig|562.19188.peg.2713	Tris	Drug Target	Lipoprotein NlpI	PATRIC.562.19188.NSEE01000263.CDS.20905.21789.rev	fig|562.19188.peg.2713	100	1e-169
fig|562.19188.peg.1921	Adenine;(1s)-1-(9-Deazaadenin-9-Yl)-1,4,5-Trideoxy-1,4-Imino-5-Methylthio-D-Ribitol;Formycin;5'-Deoxy-5'-(Methylthio)-Tubercidin;(3R,4S)-1-[(4-AMINO-5H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]-4-[(METHYLSULFANYL)METHYL]PYRROLIDIN-3-OL	Drug Target	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	PATRIC.562.19188.NSEE01000138.CDS.16778.17476.rev	fig|562.19188.peg.1921	99	1e-128
fig|562.19188.peg.2040	the atp-binding cassette (abc) superfamily.	Transporter	Thiamin ABC transporter, ATPase component	PATRIC.562.19188.NSEE01000208.CDS.41540.42238.rev	fig|562.19188.peg.2040	98	1e-125
fig|562.19188.peg.1936	1-Deoxy-D-xylulose 5-phosphate;Fosmidomycin;[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate;Citric Acid	Drug Target	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	PATRIC.562.19188.NSEE01000138.CDS.31127.32323.fwd	fig|562.19188.peg.1936	100	1e-227
fig|562.19188.peg.732		Antibiotic Resistance	Probable acrEF/envCD operon repressor EnvR	PATRIC.562.19188.NSEE01000199.CDS.5131.5793.fwd	fig|562.19188.peg.732	100	1e-124
fig|562.19188.peg.1915	the atp-binding cassette (abc) superfamily.	Transporter	Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), permease component FhuB	PATRIC.562.19188.NSEE01000138.CDS.9908.11890.fwd	fig|562.19188.peg.1915	99	0.0
fig|562.19188.peg.4034	the pts glucose-glucoside (glc) family.	Transporter	PTS system, N-acetylglucosamine-specific IIC component / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.193) / PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.193)	PATRIC.562.19188.NSEE01000079.CDS.20825.22771.rev	fig|562.19188.peg.4034	99	0.0
fig|562.19188.peg.2460	the atp-binding cassette (abc) superfamily.	Transporter	Lysine-arginine-ornithine-binding ABC transporter, substrate-binding protein ArgT (TC 3.A.1.3.1)	PATRIC.562.19188.NSEE01000130.CDS.19872.20654.rev	fig|562.19188.peg.2460	100	1e-145
fig|562.19188.peg.2008		Virulence Factor	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	PATRIC.562.19188.NSEE01000208.CDS.1520.4741.fwd	fig|562.19188.peg.2008	99	0.0
fig|562.19188.peg.4787	1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate	Drug Target	Indole-3-glycerol phosphate synthase (EC 4.1.1.48) / Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	PATRIC.562.19188.NSEE01000160.CDS.729.2087.fwd	fig|562.19188.peg.4787	98	1e-257
fig|562.19188.peg.801	the proton-translocating cytochrome oxidase (cox) superfamily.	Transporter	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	PATRIC.562.19188.NSEE01000181.CDS.59286.60854.rev	fig|562.19188.peg.801	100	1e-306
fig|562.19188.peg.5664	the major facilitator superfamily (mfs).	Transporter	D-xylose proton-symporter XylE	PATRIC.562.19188.NSEE01000134.CDS.5039.6514.rev	fig|562.19188.peg.5664	99	1e-288
fig|562.19188.peg.3054		Virulence Factor	IncF plasmid conjugative transfer surface exclusion protein TraT	PATRIC.562.19188.NSEE01000121.CDS.14445.14813.rev	fig|562.19188.peg.3054	92	2e-56
fig|562.19188.peg.3596		Drug Target	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	PATRIC.562.19188.NSEE01000279.CDS.26718.27176.rev	fig|562.19188.peg.3596	99	2e-82
fig|562.19188.peg.4172	the iron/lead transporter (ilt) family.	Transporter	Ferrous iron transport periplasmic protein EfeO, contains peptidase-M75 domain and (frequently) cupredoxin-like domain	PATRIC.562.19188.NSEE01000099.CDS.21054.22181.fwd	fig|562.19188.peg.4172	99	1e-213
fig|562.19188.peg.1696	the glycosyl transferase 2 (gt2) family.	Transporter	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)	PATRIC.562.19188.NSEE01000054.CDS.16131.17099.rev	fig|562.19188.peg.1696	100	1e-184
fig|562.19188.peg.3986	Phosphothiophosphoric Acid-Adenylate Ester	Drug Target	ATP-dependent DNA helicase RecQ	PATRIC.562.19188.NSEE01000156.CDS.3082.4917.fwd	fig|562.19188.peg.3986	99	0.0
fig|562.19188.peg.4330	the putative heme handling protein (hhp) family.	Transporter	Inner membrane protein YpjD	PATRIC.562.19188.NSEE01000060.CDS.16933.17799.fwd	fig|562.19188.peg.4330	100	1e-148
fig|562.19188.peg.2185		Virulence Factor	Putative polysaccharide export protein YccZ precursor	PATRIC.562.19188.NSEE01000136.CDS.2293.3432.fwd	fig|562.19188.peg.2185	100	1e-218
fig|562.19188.peg.1056		Virulence Factor	Transcriptional regulator CsgD for 2nd curli operon	PATRIC.562.19188.NSEE01000046.CDS.180.830.fwd	fig|562.19188.peg.1056	93	1e-115
fig|562.19188.peg.4304		Virulence Factor	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)	PATRIC.562.19188.NSEE01000261.CDS.19756.20631.rev	fig|562.19188.peg.4304	90	1e-150
fig|562.19188.peg.417		Virulence Factor	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)	PATRIC.562.19188.NSEE01000227.CDS.57105.57728.fwd	fig|562.19188.peg.417	99	1e-113
fig|562.19188.peg.1762		Antibiotic Resistance	Multidrug resistance transporter => Bicyclomycin resistance protein Bcr-1	PATRIC.562.19188.NSEE01000054.CDS.91078.92268.fwd	fig|562.19188.peg.1762		
fig|562.19188.peg.5404		Drug Target	DNA ligase (NAD(+)) (EC 6.5.1.2)	PATRIC.562.19188.NSEE01000102.CDS.8566.10581.rev	fig|562.19188.peg.5404	99	0.0
fig|562.19188.peg.1809	the lrgb/cidb holin-like glycolate/glycerate transporter (lrgb/cidb/ggt) family.	Transporter	Inner membrane protein YohK	PATRIC.562.19188.NSEE01000054.CDS.139027.139722.rev	fig|562.19188.peg.1809	100	1e-126
fig|562.19188.peg.2405		Virulence Factor	16 kDa heat shock protein B	PATRIC.562.19188.NSEE01000147.CDS.45659.46087.fwd	fig|562.19188.peg.2405	100	3e-77
fig|562.19188.peg.4421	the pts fructose-mannitol (fru) family.	Transporter	PTS system, fructose-like IIB component FryB	PATRIC.562.19188.NSEE01000417.CDS.19876.20202.rev	fig|562.19188.peg.4421	99	5e-53
fig|562.19188.peg.5587	the atp-binding cassette (abc) superfamily.	Transporter	D,D-dipeptide ABC transporter, permease protein DdpB	PATRIC.562.19188.NSEE01000095.CDS.5478.6500.rev	fig|562.19188.peg.5587	100	1e-198
fig|562.19188.peg.2932	the atp-binding cassette (abc) superfamily.	Transporter	ABC transporter, permease protein YnjC	PATRIC.562.19188.NSEE01000122.CDS.27121.28656.rev	fig|562.19188.peg.2932	98	1e-286
fig|562.19188.peg.5	the tellurium ion resistance (terc) family.	Transporter	Putative capsular polysaccharide transport protein YegH	PATRIC.562.19188.NSEE01000196.CDS.4316.5899.rev	fig|562.19188.peg.5	98	1e-298
fig|562.19188.peg.1281	the major facilitator superfamily (mfs).	Transporter	3-(3-hydroxyphenyl)propionate transporter, MFS-type	PATRIC.562.19188.NSEE01000377.CDS.50269.51480.fwd	fig|562.19188.peg.1281	99	1e-225
fig|562.19188.peg.4431	Nitrofurantoin	Drug Target	Pyruvate-flavodoxin oxidoreductase	PATRIC.562.19188.NSEE01000157.CDS.2172.5696.fwd	fig|562.19188.peg.4431	99	0.0
fig|562.19188.peg.1696		Antibiotic Resistance	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)	PATRIC.562.19188.NSEE01000054.CDS.16131.17099.rev	fig|562.19188.peg.1696	100	1e-184
fig|562.19188.peg.231		Antibiotic Resistance	Sensor protein BasS/PmrB (activates BasR/PmrA)	PATRIC.562.19188.NSEE01000104.CDS.5221.6321.rev	fig|562.19188.peg.231		
fig|562.19188.peg.2392		Drug Target	DNA gyrase subunit B (EC 5.99.1.3)	PATRIC.562.19188.NSEE01000147.CDS.32437.34851.fwd	fig|562.19188.peg.2392	100	0.0
fig|562.19188.peg.4084		Virulence Factor	Cold shock protein of CSP family => CspE (naming convention as in E.coli)	PATRIC.562.19188.NSEE01000079.CDS.69894.70103.rev	fig|562.19188.peg.4084	98	2e-32
fig|562.19188.peg.1435		Virulence Factor	Low-affinity inorganic phosphate transporter	PATRIC.562.19188.NSEE01000207.CDS.53288.54787.rev	fig|562.19188.peg.1435	99	1e-234
fig|562.19188.peg.3258	the toxic hok/gef protein (hok/gef) family.	Transporter	Toxic component of a type I toxin-antitoxin system, HokA	PATRIC.562.19188.NSEE01000353.CDS.241.393.fwd	fig|562.19188.peg.3258	94	4e-20
fig|562.19188.peg.2409		Virulence Factor	O-antigen ligase	PATRIC.562.19188.NSEE01000317.CDS.3.806.fwd	fig|562.19188.peg.2409	96	1e-139
fig|562.19188.peg.1533	Cefmenoxime;Cefmetazole;Ertapenem;Cefpiramide;Ceftazidime;Cefazolin;Cefonicid;Cefoperazone;Cefoxitin;Ceftizoxime;Cefepime;Ceftibuten;Cefpodoxime;Ceftobiprole	Drug Target	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	PATRIC.562.19188.NSEE01000244.CDS.7327.9093.fwd	fig|562.19188.peg.1533	100	0.0
fig|562.19188.peg.5057	the autoinducer-2 exporter (ai-2e) family (formerly the perm family, tc #9.b.22).	Transporter	Putative permease PerM (= YfgO)	PATRIC.562.19188.NSEE01000205.CDS.13770.14831.fwd	fig|562.19188.peg.5057	100	1e-199
fig|562.19188.peg.4727	the putative inorganic carbon (hco3(-)) transporter/o-antigen polymerase (ict/oap) family.	Transporter	O-antigen ligase	PATRIC.562.19188.NSEE01000098.CDS.24476.24688.fwd	fig|562.19188.peg.4727	91	3e-29
fig|562.19188.peg.4342		Virulence Factor	Uncharacterized outer membrane protein YpjA	PATRIC.562.19188.NSEE01000060.CDS.25867.26193.rev	fig|562.19188.peg.4342	96	3e-56
fig|562.19188.peg.1632	Pantothenic acid;Coenzyme A;Phosphoaminophosphonic Acid-Adenylate Ester	Drug Target	Pantothenate kinase (EC 2.7.1.33)	PATRIC.562.19188.NSEE01000032.CDS.2647.3597.rev	fig|562.19188.peg.1632	100	1e-182
fig|562.19188.peg.3526	S-Adenosyl-L-Homocysteine;Phosphonoserine	Drug Target	Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	PATRIC.562.19188.NSEE01000256.CDS.82087.83460.rev	fig|562.19188.peg.3526	90	1e-242
fig|562.19188.peg.4464	the ompg porin (ompg) family.	Transporter	Outer membrane protein G precursor	PATRIC.562.19188.NSEE01000157.CDS.37500.38405.rev	fig|562.19188.peg.4464	100	1e-188
fig|562.19188.peg.26	the proton-dependent oligopeptide transporter (pot/ptr) family.	Transporter	Dipeptide/H+ symporter DtpD	PATRIC.562.19188.NSEE01000280.CDS.10361.11842.fwd	fig|562.19188.peg.26	99	1e-288
fig|562.19188.peg.2559		Virulence Factor	GDP-L-fucose synthetase (EC 1.1.1.271)	PATRIC.562.19188.NSEE01000338.CDS.716.1372.fwd	fig|562.19188.peg.2559	84	1e-107
